,出港航班号FLT,出港停机位,出港机型TYS,出港是否流控管制,起飞跑道,推出时间窗,排队长度,同时段离港,同时段进港,推出滑行时间
6418,MU2128,49,5,0,1,44,2,0,0,540
6419,MU5359,39,9,1,1,44,0,2,0,840
6420,CA1886,26,2,1,1,44,1,1,0,784
6421,HO1251,28,6,1,1,44,2,0,0,676
6422,CZ3504,45,19,0,1,45,2,0,0,610
6423,9C8955,99,5,1,1,45,0,3,0,1080
6424,MU5309,76,15,0,1,45,1,2,1,1140
6425,MF8546,29,15,0,1,45,2,0,1,528
6426,9C8929,9,1,0,1,46,0,1,0,886
6427,SC4688,21,15,1,1,46,1,0,0,793
6428,MU5311,56,15,0,1,47,0,0,1,534
6429,CZ3567,43,9,1,1,1,1,1,0,345
6430,CZ3572,54,9,0,1,1,1,0,0,360
6431,NX105,6,6,0,1,2,0,0,0,648
6432,MU5539,26,5,0,1,12,0,0,0,469
6433,9C8917,99,1,0,0,13,0,4,0,480
6434,FM9279,133,15,0,1,13,0,2,0,600
6435,9C8821,10,1,1,0,13,1,2,0,720
6436,9C8909,97,5,0,0,14,2,1,0,600
6437,MU5459,49,5,0,1,14,1,5,0,759
6438,FM9535,66,14,0,1,14,1,5,0,600
6439,FM9463,33,15,1,1,14,3,2,0,505
6440,MU5633,50,5,1,1,14,4,2,0,615
6441,9C8819,11,1,0,0,14,0,1,0,600
6442,FM9205,103,15,0,1,14,4,1,0,600
6443,FM9537,56,15,0,1,14,2,4,0,1020
6444,9C8635,96,5,1,0,14,0,4,0,660
6445,MU5137,45,9,1,1,14,1,4,0,641
6446,FM9231,67,14,1,1,14,1,3,0,660
6447,FM9227,62,15,0,1,15,2,4,0,540
6448,9C8845,85,5,0,0,15,1,5,0,720
6449,9C8835,98,5,0,0,15,1,3,0,660
6450,9C8815,81,1,0,0,15,2,1,0,480
6451,MU5571,55,15,1,1,15,1,3,0,694
6452,MU5389,118,6,0,0,15,3,3,0,720
6453,MF8518,32,15,0,1,15,1,5,0,415
6454,9C8897,84,1,0,0,15,1,6,0,660
6455,MU5395,112,15,0,1,15,2,3,0,600
6456,HO1095,21,1,1,1,15,1,6,0,748
6457,HO1111,38,21,0,1,15,3,3,0,743
6458,9C8953,86,1,1,0,15,1,3,0,900
6459,MU2510,22,15,0,1,15,3,2,0,731
6460,FM9307,116,9,0,0,15,2,4,0,960
6461,FM9245,58,15,0,1,16,4,3,0,840
6462,HO1157,30,6,0,1,16,1,3,0,516
6463,FM9263,23,15,0,1,16,2,2,0,406
6464,9C8903,83,5,1,0,16,1,4,0,780
6465,FM9421,64,6,0,1,16,2,4,0,720
6466,CZ3590,53,9,0,1,16,3,4,0,601
6467,MU5401,131,8,0,1,16,2,8,0,660
6468,FM9331,59,15,0,1,16,3,7,0,668
6469,HO1207,37,6,1,1,17,4,9,0,661
6470,CA1858,42,19,1,1,16,4,10,0,795
6471,MU511,3,9,0,1,17,7,6,0,573
6472,MU5101,41,9,1,1,17,8,6,0,601
6473,FM9217,19,15,1,1,17,5,10,0,840
6474,9C8957,9,5,0,1,17,4,10,1,960
6475,FM9147,31,15,1,1,17,9,4,1,770
6476,FM9213,115,15,1,1,17,8,6,1,960
6477,FM9163,69,2,1,1,17,10,5,1,840
6478,FM9515,113,14,0,1,17,7,9,1,1080
6479,FM9415,61,15,0,1,17,6,13,2,1431
6480,MU5151,29,9,1,1,17,7,5,2,607
6481,MU5814,25,15,1,1,17,9,7,3,960
6482,MU5363,27,5,0,1,17,9,10,3,1289
6483,MU2152,48,6,0,1,17,10,11,5,1441
6484,HU7604,36,15,1,1,17,8,6,5,918
6485,MU721,4,9,1,1,17,8,9,6,1204
6486,FM9073,72,15,1,1,17,7,8,8,1320
6487,HU7883,28,15,1,1,17,9,6,7,1152
6488,MU9720,57,14,1,1,17,9,9,10,1500
6489,FM9301,73,15,1,1,17,9,7,8,1320
6490,MU2285,47,6,1,1,18,8,6,9,1151
6491,FM9513,65,15,0,1,18,9,4,7,1080
6492,FM815,1,21,0,1,18,8,6,9,1290
6493,9C8847,82,5,1,1,18,8,6,3,780
6494,MU5203,128,5,1,1,18,8,8,6,1200
6495,CA1590,40,19,1,1,18,7,5,1,707
6496,CZ6998,60,15,1,1,18,8,6,2,823
6497,MU5103,43,10,1,1,18,5,5,1,567
6498,MU5663,104,5,0,1,18,5,4,2,660
6499,MU5529,109,5,1,1,18,6,4,2,780
6500,FM9453,76,14,1,1,18,7,4,2,840
6501,MU5333,70,2,0,1,18,7,3,3,840
6502,FM9269,51,15,0,1,19,6,3,3,774
6503,9C8887,80,5,0,1,19,5,2,4,660
6504,FM9451,125,15,1,1,19,4,4,4,900
6505,FM9127,52,15,1,1,19,3,2,3,645
6506,FM9201,12,15,0,1,19,3,4,3,840
6507,MU5153,54,9,0,1,19,3,3,2,732
6508,MU5423,101,6,0,1,19,4,2,2,480
6509,MU5691,107,1,1,1,19,2,4,2,840
6510,MU5405,16,15,0,1,19,3,2,2,840
6511,FM9305,17,15,1,1,20,4,0,1,600
6512,MU537,5,9,0,1,20,3,1,3,827
6513,MU5337,50,6,0,1,20,0,3,4,531
6514,CZ3576,56,2,0,1,20,1,5,4,649
6515,MU5105,13,9,0,1,20,3,4,3,420
6516,MF8502,21,15,0,1,20,5,2,3,449
6517,NX137,7,2,1,1,20,2,8,8,979
6518,HO1097,30,21,0,1,20,4,5,5,701
6519,MU5017,2,9,1,1,20,3,10,7,1066
6520,MU5535,71,5,0,1,20,5,6,7,900
6521,FM9399,20,15,0,1,21,5,4,3,660
6522,CZ3548,46,21,1,1,21,6,3,3,650
6523,FM817,0,15,1,1,21,6,9,6,1136
6524,FM9251,74,15,1,1,21,6,7,5,1080
6525,9C8881,11,1,1,1,21,6,6,3,900
6526,SC4862,23,15,1,1,21,7,5,4,1013
6527,FM9115,18,15,1,1,21,6,6,4,1020
6528,9C8823,9,5,0,1,21,6,4,6,900
6529,HO1177,22,6,1,1,21,5,6,7,1029
6530,MU5513,47,6,1,1,21,6,4,7,866
6531,FM9297,68,14,0,1,21,7,5,8,1260
6532,CZ3592,53,13,0,1,21,5,3,7,890
6533,MF8371,25,15,0,1,22,6,2,6,919
6534,MU5303,75,15,1,1,22,6,3,6,1080
6535,SC4950,24,15,0,1,22,5,3,4,826
6536,CA1832,40,19,0,1,22,2,4,3,622
6537,MU5665,114,2,0,1,22,3,4,3,720
6538,MU5107,29,9,0,1,22,3,4,3,639
6539,SC4668,31,15,1,1,22,4,3,4,541
6540,HO1209,27,6,1,1,22,3,4,5,691
6541,MU5343,129,15,0,1,23,4,5,3,393
6542,MF8574,33,15,0,1,22,4,7,6,812
6543,CA1534,41,15,1,1,23,4,7,5,826
6544,NS3220,34,15,1,1,23,4,4,3,585
6545,FM9391,111,15,1,1,23,6,1,2,600
6546,MU2506,61,15,0,1,23,4,5,5,1015
6547,KN5738,51,15,1,1,23,5,3,4,940
6548,HU7606,35,15,0,1,23,6,1,3,884
6549,MU5143,119,1,1,1,23,7,2,5,1260
6550,HO1211,28,1,0,1,23,2,0,2,571
6551,MU2409,52,15,1,1,24,0,4,2,674
6552,CZ3966,60,2,1,1,24,3,3,3,656
6553,KN2318,49,15,1,1,24,2,6,4,793
6554,CA4544,36,15,0,1,24,4,3,3,564
6555,9C8837,10,1,0,1,24,3,5,5,863
6556,CA4516,26,2,0,1,24,4,3,3,470
6557,CZ3908,59,6,0,1,24,4,6,5,825
6558,MU5275,22,1,1,1,24,5,4,4,696
6559,MF8512,21,15,0,1,24,4,2,1,471
6560,MU5109,47,6,0,1,24,5,1,1,516
6561,MU5341,57,15,1,1,24,4,4,3,836
6562,CA1502,43,10,0,1,24,4,6,4,978
6563,MU2219,56,1,0,1,25,3,1,2,358
6564,FM9465,23,15,0,1,25,4,4,3,666
6565,CZ3534,42,19,1,1,25,2,1,2,359
6566,CZ3262,55,15,1,1,25,3,4,4,727
6567,FM9457,48,15,1,1,25,3,3,4,720
6568,HU7608,44,9,0,1,25,2,2,4,629
6569,MU2154,50,5,0,1,25,3,2,5,700
6570,HO1129,32,6,1,1,25,3,1,5,648
6571,FM9357,25,15,0,1,26,2,2,4,503
6572,MU5802,54,21,1,1,26,1,2,4,641
6573,CZ3554,46,9,1,1,26,2,3,4,542
6574,MU2469,61,15,1,1,26,2,4,3,540
6575,CA1520,41,19,0,1,26,2,3,4,531
6576,MU5427,51,15,0,1,26,3,3,4,558
6577,9C8865,9,5,1,1,26,3,5,7,997
6578,FM9371,34,15,0,1,26,4,2,7,900
6579,CZ8243,53,8,0,1,26,4,3,8,1067
6580,MU5519,105,15,0,1,27,4,0,4,660
6581,FM9333,31,15,1,1,26,4,1,7,1035
6582,MU2156,52,5,0,1,27,2,4,4,559
6583,9C8807,97,1,1,1,27,0,6,5,960
6584,MU5804,35,15,1,1,27,3,4,6,775
6585,KA813,6,9,1,1,27,1,8,8,1135
6586,MU2508,67,15,0,1,27,4,6,8,1080
6587,MU5305,39,9,1,1,27,5,8,7,1080
6588,MU5111,40,9,0,1,28,5,6,5,780
6589,HO1159,27,6,1,1,27,6,8,8,1200
6590,FM9573,24,15,1,1,28,5,6,5,896
6591,NH970,4,21,0,1,28,6,6,4,975
6592,9C8829,11,5,0,1,28,6,7,4,960
6593,FM9063,103,15,1,1,28,7,5,3,840
6594,MU9726,49,14,1,1,28,6,8,5,977
6595,SC8744,21,15,1,1,28,8,6,5,1023
6596,9C8947,10,5,1,1,28,6,6,6,930
6597,MF8568,33,15,1,1,28,7,7,7,1242
6598,MU5113,44,9,0,1,28,7,4,7,980
6599,NX109,0,6,1,1,28,7,3,7,924
6600,MU5271,59,1,1,1,28,6,6,8,1260
6601,MU2403,76,15,1,1,28,7,6,8,1200
6602,MF8377,22,15,1,1,29,6,5,5,895
6603,MU2434,60,1,1,1,29,7,6,5,903
6604,FM9219,43,15,1,1,29,5,7,2,708
6605,MU2158,36,0,1,1,29,5,7,2,722
6606,MU5097,1,9,0,1,29,5,5,2,654
6607,TV9866,38,8,0,1,29,6,4,3,664
6608,9C8765,9,5,1,1,29,6,3,3,676
6609,FM9329,26,2,1,1,29,7,2,3,729
6610,MU5345,57,15,1,1,29,5,7,6,1319
6611,MU5647,47,6,1,1,29,5,6,7,1416
6612,MU5155,48,5,0,1,29,7,2,6,1081
6613,SC4864,25,15,1,1,29,7,2,6,1072
6614,SC4664,34,15,1,1,30,3,4,3,578
6615,MU5301,30,9,1,1,30,3,4,6,780
6616,CA1558,41,19,0,1,30,4,3,7,847
6617,HO1125,32,6,1,1,30,3,6,8,1092
6618,MU5515,23,6,1,1,30,5,4,5,811
6619,8L9888,101,5,0,1,30,5,6,11,1451
6620,FM9403,50,15,0,1,31,5,3,5,758
6621,FM9209,53,15,1,1,30,5,5,8,1239
6622,HO1215,31,6,1,1,31,6,2,7,918
6623,MU5429,126,2,0,1,31,6,1,6,900
6624,MF8582,28,15,0,1,31,6,0,4,781
6625,FM9375,49,6,1,1,31,0,3,4,644
6626,CZ6982,54,20,1,1,31,1,3,4,823
6627,MU5806,56,15,1,1,32,2,2,4,663
6628,9C8855,96,1,1,1,32,3,2,7,1080
6629,MU2160,52,6,1,1,32,3,1,7,926
6630,MU5117,39,9,0,1,32,2,2,4,483
6631,FM9521,51,15,1,1,32,1,5,6,730
6632,MU2055,3,9,1,1,32,2,4,6,837
6633,MU5347,38,9,1,1,33,4,3,4,600
6634,FM9549,35,15,0,1,33,3,5,7,874
6635,FM823,4,15,1,1,33,2,7,8,997
6636,FM9373,104,15,1,1,33,5,3,3,540
6637,CI202,6,9,0,1,33,5,5,8,912
6638,FM9379,61,15,1,1,33,4,6,6,814
6639,MU2522,60,15,0,1,33,5,5,4,633
6640,SC4670,26,15,1,1,33,5,5,5,672
6641,FM845,2,9,1,1,33,6,4,5,724
6642,9C8995,99,1,0,1,33,4,4,4,660
6643,MU5385,71,6,1,1,33,5,4,5,720
6644,CZ6974,57,15,1,1,33,5,4,5,689
6645,FM9185,25,15,1,1,33,5,4,5,748
6646,MU5439,59,5,1,1,34,4,4,3,660
6647,MF8522,32,15,1,1,34,4,4,2,494
6648,TV9882,30,8,0,1,34,4,3,3,590
6649,MU5808,37,8,1,1,34,4,2,3,563
6650,MU5307,55,15,1,1,34,4,2,4,720
6651,FM9207,36,15,1,1,34,4,1,4,720
6652,FM9501,28,15,0,1,34,3,5,1,660
6653,SC4850,34,15,1,1,35,5,3,2,355
6654,CA1518,41,19,0,1,34,2,6,3,720
6655,HO1221,23,6,1,1,34,3,6,3,618
6656,MU5119,43,10,0,1,35,6,4,3,596
6657,MU239,1,2,1,1,35,4,5,5,898
6658,MU5543,64,5,1,1,35,6,2,4,780
6659,9C8885,10,5,1,1,35,7,3,6,923
6660,FM9423,47,15,0,1,35,6,2,5,780
6661,FM9116,31,15,1,1,35,6,3,5,840
6662,FM9361,50,15,1,1,35,4,4,3,547
6663,FM9425,0,15,0,1,35,3,3,2,570
6664,MU5115,45,9,0,1,35,4,3,1,600
6665,MU5810,49,15,1,1,35,4,2,1,656
6666,MF8578,22,15,1,1,35,5,1,1,760
6667,SC4666,24,15,1,1,36,4,0,2,432
6668,MU2994,51,4,0,1,36,2,3,2,540
6669,9C8895,11,1,1,1,36,1,5,5,911
6670,MU5517,65,6,1,1,36,3,3,3,660
6671,CA1522,40,19,0,1,36,4,2,2,531
6672,OZ3625,3,9,0,1,36,5,4,5,872
6673,MU5121,116,9,0,1,36,5,3,6,1080
6674,HO1143,33,6,1,1,37,4,2,6,750
6675,CZ6996,56,15,1,1,37,3,3,7,870
6676,9C8949,9,5,1,1,37,5,3,6,900
6677,MU2405,52,15,1,1,37,4,3,3,660
6678,HO1079,25,1,0,1,37,4,3,3,634
6679,KE816,4,19,0,1,37,4,4,6,896
6680,FM9363,57,14,0,1,37,4,4,5,761
6681,MU5689,63,15,1,1,37,4,2,4,660
6682,SC4674,35,15,1,1,37,4,3,6,904
6683,FM9395,27,15,0,1,38,5,1,5,840
6684,HU7610,29,9,0,1,38,5,0,3,614
6685,MU5549,23,5,0,1,38,2,1,4,673
6686,MU5123,68,1,0,1,38,1,1,5,900
6687,MF8542,32,15,0,1,38,3,1,3,544
6688,MU5411,34,15,0,1,39,3,3,1,563
6689,CA1516,41,19,0,1,39,4,2,4,725
6690,MU5353,54,9,1,1,39,3,3,5,960
6691,MU5581,31,6,1,1,39,5,2,6,960
6692,MU5157,45,8,0,1,39,5,3,5,693
6693,MU2168,30,9,1,1,39,5,3,4,791
6694,MU5413,61,1,0,1,39,3,3,4,709
6695,BR771,5,9,0,1,40,4,3,3,814
6696,9C8737,9,1,1,1,39,4,6,4,1076
6697,FM9321,22,15,0,1,40,4,3,3,412
6698,CA1528,28,12,1,1,40,5,2,4,417
6699,9C8853,10,5,1,1,40,4,6,8,1079
6700,MU5355,39,9,1,1,40,6,3,7,736
6701,KN2218,59,15,1,1,40,5,4,6,734
6702,HX239,1,8,1,1,40,5,8,9,1348
6703,CA1550,40,19,0,1,40,6,7,5,999
6704,MU5313,14,8,0,1,41,5,6,1,540
6705,SC1168,33,15,1,1,40,5,7,5,1042
6706,CZ3526,53,9,0,1,41,8,4,3,691
6707,MU5812,27,15,1,1,41,6,7,4,1007
6708,MU5350,24,1,1,1,41,10,2,4,700
6709,FM9327,118,21,0,1,41,6,7,5,1200
6710,MU5125,37,9,0,1,41,10,1,2,567
6711,9C8931,98,1,0,1,41,10,5,6,1320
6712,MU2166,58,6,0,1,41,8,1,2,489
6714,MU5523,51,6,1,1,41,9,6,8,1335
6715,MF8552,21,15,1,1,41,7,4,5,776
6716,MU5315,76,15,0,1,42,6,3,5,720
6717,MU2407,55,15,1,1,42,7,2,6,733
6718,HO1241,23,6,1,1,42,8,1,7,897
6719,CA4502,44,8,0,1,42,7,1,5,674
6720,CA1856,41,16,0,1,42,4,3,2,568
6721,MU5309,50,15,1,1,42,5,1,2,422
6722,HU7602,29,21,0,1,42,4,1,2,565
6723,MU5559,47,5,0,1,42,6,1,2,606
6724,MF8548,31,15,0,1,43,4,4,1,355
6725,CA4542,32,15,0,1,43,4,4,3,512
6726,MU5577,57,1,1,1,43,6,1,4,540
6727,MU2514,48,15,0,1,43,7,2,5,619
6728,9C8803,97,1,1,1,43,5,4,6,960
6729,MU5359,3,9,1,1,43,7,2,6,720
6730,FM9107,60,15,0,1,43,6,1,5,622
6731,SC4732,26,15,0,1,43,5,1,3,450
6732,MU2128,34,5,0,1,44,4,0,3,420
6733,KN5956,52,15,1,1,44,3,1,3,720
6734,CA1886,40,19,0,1,44,4,3,4,796
6735,CZ3546,46,8,1,1,44,6,0,4,654
6736,MU2170,54,9,0,1,44,5,0,6,840
6737,NX105,1,6,1,1,44,4,2,8,1208
6738,CZ3504,45,19,1,1,45,4,0,3,332
6739,9C8955,11,1,1,1,45,3,1,6,840
6740,9C8929,96,5,1,1,48,2,0,3,840
6741,MU5539,108,1,0,1,12,0,0,0,600
6742,FM9279,18,15,0,1,13,0,2,0,660
6743,9C8917,10,5,0,0,13,0,0,0,575
6744,MU5459,50,5,0,1,13,1,0,0,720
6745,MU5633,71,5,0,1,14,0,4,0,540
6746,FM9073,25,15,1,1,14,1,5,0,800
6747,MU5451,0,2,1,0,14,0,5,0,679
6748,FM9535,126,14,1,1,14,2,7,0,900
6749,FM9537,28,15,0,1,14,3,6,0,888
6750,9C8819,84,5,1,0,14,1,6,0,900
6751,FM9231,57,14,1,1,14,3,6,0,751
6752,MU5137,40,9,1,1,14,3,6,0,883
6753,9C8957,9,1,1,0,14,2,5,0,1019
6754,FM9227,69,15,0,1,14,4,6,0,1080
6755,9C8607,85,1,1,0,15,2,6,0,1080
6756,HO1123,35,6,0,1,15,3,5,0,895
6757,9C8845,86,5,0,0,15,2,4,0,900
6758,MU2510,55,15,0,1,15,3,6,0,895
6759,9C8815,83,5,1,0,15,2,5,0,780
6760,FM9307,58,15,0,1,15,2,4,0,780
6761,9C8835,98,1,0,0,15,3,6,0,1080
6762,MU5389,133,6,0,1,15,2,6,0,900
6763,HO1095,22,1,1,2,15,0,5,0,1018
6764,9C8897,87,5,0,3,15,0,6,0,1200
6765,9C8909,80,5,1,3,16,1,5,0,720
6766,MU5395,14,15,0,2,15,1,7,0,1320
6767,FM9245,26,15,0,2,16,3,4,0,757
6768,FM9213,60,15,0,2,16,2,6,0,1222
6769,MU5814,61,15,1,2,16,4,5,0,938
6770,HO1157,32,6,1,2,16,4,4,0,648
6771,HO1217,27,6,0,2,16,6,6,0,684
6772,FM9263,47,15,1,2,16,5,7,0,946
6773,FM9421,113,6,0,2,16,4,6,0,660
6774,CA1858,24,2,1,2,16,5,6,0,730
6775,HO1119,53,21,1,2,16,5,9,0,845
6776,MU5363,65,6,0,2,16,5,7,0,780
6777,FM9415,46,15,0,2,16,6,8,0,849
6778,MU5101,37,9,1,2,16,7,8,0,926
6779,MU511,4,9,0,2,17,6,6,0,564
6780,MU5401,39,8,1,2,17,7,7,0,813
6781,FM9331,132,15,1,2,17,6,10,0,960
6782,MU9720,67,14,1,2,17,7,7,0,780
6783,MU2285,49,2,1,2,17,9,7,0,803
6784,HO1207,23,6,1,2,17,8,8,1,951
6785,FM9147,73,15,1,2,17,8,8,1,1020
6786,MU721,3,9,1,2,17,8,7,1,1017
6787,FM9515,68,14,0,2,17,8,9,2,1020
6788,MU2152,75,6,0,2,17,7,8,3,960
6789,FM9453,62,14,1,2,17,8,6,4,1080
6790,FM9217,70,15,1,2,17,9,5,5,1080
6791,HU7604,34,15,1,2,17,8,3,4,720
6792,FM851,5,9,0,2,17,9,9,7,1460
6793,HU7883,21,15,0,2,17,8,7,8,1298
6794,FM9301,66,15,1,2,17,8,6,8,1320
6795,FM9163,63,2,1,2,18,7,1,4,600
6796,MU5151,43,9,1,2,17,9,4,9,1375
6797,FM9205,20,15,1,2,17,7,4,9,1560
6798,MU5571,19,15,1,2,18,6,4,6,1140
6799,FM815,1,21,0,2,18,8,2,6,1047
6800,CA1590,41,19,1,2,18,5,3,2,756
6801,FM9269,59,15,0,2,18,3,3,0,540
6802,MU5103,45,10,1,2,18,2,2,1,565
6803,MU5509,64,1,1,2,18,3,1,3,720
6804,MU5203,104,5,1,2,19,3,1,4,720
6805,FM9201,74,15,0,2,19,3,4,1,600
6806,FM9513,31,15,1,2,19,1,6,1,840
6807,FM9451,110,15,1,2,19,2,8,3,1080
6808,MU5691,15,1,1,2,19,1,10,4,1320
6809,FM9305,76,15,1,2,19,7,4,3,660
6810,FM9127,12,15,1,2,19,5,6,5,960
6811,MF8177,36,15,0,2,19,6,6,5,1012
6812,MU537,6,9,0,2,19,8,3,6,960
6813,MU5153,44,9,0,2,19,8,4,6,1095
6814,MU5423,105,6,0,2,19,9,3,8,1140
6815,MU5405,16,15,0,2,19,8,4,9,1320
6816,9C8847,83,5,0,2,20,6,3,6,840
6817,MU5333,29,8,1,2,20,4,3,7,840
6818,NX137,7,6,1,2,20,5,6,8,981
6819,CZ3548,42,21,1,2,20,5,7,8,1041
6820,SC4662,24,15,1,2,20,6,6,3,434
6821,FM9251,52,15,1,2,20,4,9,7,965
6822,MU5337,117,9,1,2,20,5,8,7,1080
6823,FM9115,118,15,1,2,21,8,0,3,660
6824,MU5663,48,5,1,2,20,5,6,7,1140
6825,HO1097,39,21,0,2,21,7,6,7,1104
6826,MU5393,130,15,1,2,21,8,5,6,1140
6827,FM817,2,15,1,2,21,7,7,7,1270
6828,MU5105,54,9,0,2,21,10,3,5,1173
6829,FM9399,72,15,0,2,21,9,4,5,1320
6830,MU5513,47,6,1,2,21,5,6,3,896
6831,MU5535,103,5,0,2,21,5,5,5,900
6832,MU5303,17,15,1,2,21,5,3,5,660
6833,9C8881,10,5,1,2,21,5,7,8,1344
6834,CZ3592,58,15,1,2,21,4,4,7,902
6835,FM9297,93,14,0,2,21,4,5,9,1260
6836,SC4862,25,15,1,2,22,6,1,6,734
6837,9C8823,9,5,0,2,22,6,4,8,1095
6838,SC4950,22,15,0,2,22,6,3,5,926
6839,SC4668,32,15,1,2,22,2,2,2,469
6840,MU2999,82,5,0,2,22,3,4,4,720
6841,CA1832,43,9,0,2,22,3,5,6,1032
6842,CZ3534,46,8,1,2,22,3,2,3,646
6843,CA1534,28,15,1,2,23,4,0,2,674
6844,MU5343,119,15,1,2,22,3,5,4,1080
6845,MU5107,38,9,0,2,23,5,3,3,911
6846,FM9391,129,15,0,2,23,2,3,2,480
6847,HU7606,37,8,0,2,23,3,2,3,509
6848,NS3220,33,15,1,2,23,3,2,3,644
6849,KN5738,51,15,1,2,23,3,1,3,556
6850,MU2506,55,15,1,2,23,2,4,4,812
6851,GS7884,30,8,1,2,23,2,2,4,612
6852,MU5665,71,6,1,2,23,1,5,6,960
6853,MU2409,56,15,1,2,24,3,5,7,1000
6854,MU5275,36,6,1,2,24,4,5,6,868
6855,KN2318,50,15,1,2,24,5,1,2,418
6856,CZ3908,59,6,0,2,24,3,6,6,879
6857,MU5305,44,9,1,2,24,5,7,7,953
6858,MU5643,128,5,1,2,24,5,6,7,900
6859,HU7132,41,21,1,2,24,5,6,7,959
6860,CZ3966,45,9,1,2,24,5,5,5,672
6861,CA4544,35,15,0,2,24,4,11,10,1559
6862,FM9457,34,15,1,2,24,5,7,5,881
6863,MU5109,29,9,0,2,25,6,4,4,706
6864,CZ3524,53,21,1,2,24,7,5,5,1011
6865,CA1502,42,10,0,2,25,7,4,4,806
6866,9C8837,86,1,1,2,24,6,7,7,1320
6867,MU2219,48,6,0,2,25,6,3,5,838
6868,CA197,1,9,0,2,25,7,2,6,835
6869,HU7608,24,15,0,2,25,7,4,7,1038
6870,CZ3262,57,15,1,2,25,5,2,6,741
6871,MU5341,49,5,1,2,25,4,1,5,661
6872,MU2154,61,15,1,2,25,3,2,4,555
6873,FM9573,58,15,1,2,26,2,2,3,490
6874,FM9357,21,15,0,2,26,1,4,5,666
6875,MU5301,43,9,1,2,26,2,4,6,682
6876,MU5427,51,15,0,2,26,3,5,3,475
6877,CZ3554,69,9,1,2,26,3,3,3,321
6878,MU5802,54,21,1,2,26,3,4,4,644
6879,MU9004,91,5,0,2,26,4,3,6,600
6880,MU5647,31,5,1,2,26,4,6,6,846
6881,CA1837,39,9,1,2,26,5,6,9,980
6882,MU2469,60,15,1,2,26,5,3,4,564
6883,CA1520,12,19,0,2,27,6,0,2,438
6884,CZ8243,46,9,0,2,26,4,6,10,1119
6885,FM9333,25,15,1,2,26,4,6,9,1111
6886,MU5111,38,9,0,2,27,5,5,7,1019
6887,MF8512,23,15,1,2,27,4,3,2,328
6888,9C8829,85,1,0,2,26,5,8,10,1440
6889,9C8865,9,5,1,2,27,4,8,6,904
6890,EU6672,72,11,1,2,27,4,7,4,688
6891,9C8903,10,5,1,2,27,5,5,5,780
6892,HO1159,26,6,1,2,27,7,1,3,471
6893,FM9371,32,15,0,2,27,6,6,7,1018
6894,KA813,5,9,1,2,27,5,6,6,786
6895,HO1269,33,1,0,2,27,5,7,8,1021
6896,9C8855,11,1,1,2,27,6,5,8,1020
6897,FM9103,107,15,0,2,27,7,6,9,1080
6898,9C8807,96,5,1,2,28,5,6,8,900
6899,SC8744,27,15,1,2,28,5,5,7,876
6900,FM9309,35,15,1,2,28,5,4,4,605
6901,NH970,4,20,0,2,28,6,6,8,964
6902,MU5804,55,15,1,2,28,5,4,5,821
6903,MU2156,47,1,1,2,28,6,3,6,897
6904,FM9063,52,15,1,2,28,6,8,6,914
6905,MU9726,36,14,1,2,28,5,6,6,746
6906,9C8947,97,1,1,2,28,5,7,6,1020
6907,CZ3532,44,8,1,2,28,5,1,2,533
6908,FM9219,34,15,1,2,28,4,2,3,660
6909,MU5345,49,6,0,2,28,8,2,3,722
6910,NX109,7,2,1,2,28,7,3,5,901
6911,MU2403,108,15,1,2,28,3,8,5,1140
6912,MF8377,24,15,0,2,28,6,4,5,1150
6913,MU5113,37,9,0,2,29,5,2,3,641
6914,9C8765,98,5,1,2,29,5,3,4,900
6915,MU5097,6,9,0,2,29,4,2,1,536
6916,MU5155,65,5,0,2,29,2,1,3,600
6917,MU2508,22,15,1,2,29,3,2,5,900
6918,MU2158,59,6,1,2,29,2,2,4,675
6919,MU5271,53,6,1,2,30,2,3,5,720
6920,9C8775,114,1,1,2,30,1,5,7,960
6921,MU5307,57,15,1,2,30,3,2,6,670
6922,TV9866,29,8,0,2,30,4,1,6,638
6923,9C9904,82,5,0,2,30,2,4,8,960
6924,HO1201,39,21,0,2,30,4,4,5,741
6925,HO1215,31,6,1,2,30,2,5,4,650
6926,FM9403,51,15,0,2,30,4,3,3,540
6927,CZ3538,54,20,1,2,30,3,5,4,614
6928,MU5429,75,6,0,2,31,5,2,1,480
6929,MU5347,43,9,0,2,30,3,7,7,1164
6930,FM9209,61,15,1,2,31,4,6,5,843
6931,CA1558,40,19,0,2,31,5,5,6,1020
6932,MU5515,48,6,1,2,31,5,4,6,949
6933,MU5115,45,9,0,2,31,5,5,6,880
6934,CZ6982,55,15,0,2,31,5,4,5,793
6935,MF8582,36,15,0,2,31,4,4,5,1007
6936,FM845,3,9,1,2,31,4,3,3,764
6937,FM9329,58,2,1,2,31,4,1,3,600
6938,MU5806,38,8,1,2,31,5,1,4,698
6939,MU2160,47,6,1,2,31,5,0,4,619
6940,MU2434,56,1,1,2,32,0,3,2,480
6941,FM9375,26,6,1,2,32,1,2,4,540
6942,FM9379,20,15,0,2,32,2,6,4,660
6943,MU5543,60,1,1,2,32,3,5,5,611
6944,MF8317,24,15,0,2,32,3,6,4,596
6945,MU5117,46,9,0,2,32,4,4,4,573
6946,CZ3558,52,2,0,2,32,5,4,4,686
6947,FM9549,49,15,0,2,32,5,3,2,540
6948,FM823,4,15,0,2,32,2,9,6,1080
6949,MU5439,59,5,1,2,33,7,2,1,546
